City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,richards bay,-28.783,32.0377,19.88,87,45,1.75,ZA,1683755363
289,kaa-khem,51.6833,94.7333,4.25,74,4,2.5,RU,1683755363
290,bamboo flat,11.7,92.7167,27.87,83,100,7.93,IN,1683755363
291,obuase,6.206,-1.6619,23.21,99,87,2.44,GH,1683755254
292,bussoleno,45.1403,7.1464,13.05,72,20,3.24,IT,1683755364
293,kuqa,41.7278,82.9364,15.8,15,90,0.18,CN,1683755364
294,tura,25.5198,90.2201,24.77,60,0,2.32,IN,1683755364
295,thompson,55.7435,-97.8558,16.09,63,75,2.57,CA,1683755364
296,rongelap,11.1635,166.8941,27.49,84,89,8.22,MH,1683755364
297,am timan,11.0297,20.2827,32.71,33,98,1.61,TD,1683755365
298,dwarka,22.2394,68.9678,28.28,75,6,5.25,IN,1683755365
299,taroa,8.7058,171.2275,27.67,81,76,8.01,MH,1683755365
300,chernyshevskiy,63.0128,112.4714,-4.94,83,60,1.06,RU,1683755365
301,saipan,15.1355,145.701,28.14,100,20,3.58,MP,1683755366
302,chengde,40.9725,117.9361,14.67,50,99,1.09,CN,1683755366
303,zorritos,-3.6805,-80.6782,29.16,80,49,2.35,PE,1683755366
304,chibougamau,49.9168,-74.3659,17.79,29,0,6.69,CA,1683755366
305,bushehr,28.9684,50.8385,25.05,41,0,0.0,IR,1683755366
306,san andres,12.5847,-81.7006,31.01,70,40,6.17,CO,1683755367
307,opuwo,-18.0607,13.84,19.46,34,16,2.29,NA,1683755367
308,leopoldina,-21.5319,-42.6431,21.09,94,100,0.58,BR,1683755367
309,leninskoye,41.7589,69.3864,18.32,38,98,2.05,KZ,1683755367
310,iquitos,-3.7481,-73.2472,29.02,74,75,0.51,PE,1683755367
311,hadithah,34.1397,42.3781,26.59,24,87,2.84,IQ,1683755368
312,copala,16.65,-98.9833,30.88,59,4,5.86,MX,1683755368
313,greymouth,-42.4667,171.2,8.92,81,75,2.85,NZ,1683755256
314,kisangani,0.5167,25.2,20.98,99,48,0.23,CD,1683755368
315,san isidro,-12.1167,-77.05,23.34,77,100,3.6,PE,1683755368
316,brookings,44.3114,-96.7984,23.19,56,40,4.12,US,1683755208
317,egilsstadir,65.2653,-14.3948,6.95,87,75,2.06,IS,1683755374
318,cannonvale,-20.2833,148.7,20.66,80,84,7.06,AU,1683755379
319,puerto lleras,3.0223,-73.4044,23.28,92,98,1.29,CO,1683755379
320,alaghsas,17.0187,8.0168,30.64,12,4,7.46,NE,1683755379
321,undurkhaan,47.3194,110.6556,10.83,44,84,0.95,MN,1683755380
322,puerto armuelles,8.2833,-82.8667,30.99,72,79,2.82,PA,1683755380
323,coquimbo,-29.9533,-71.3436,13.85,88,100,2.06,CL,1683755330
324,borkum,53.5809,6.6915,10.53,87,100,1.52,DE,1683755381
325,northam,51.0333,-4.2167,11.45,91,76,4.78,GB,1683755381
326,jianguang,28.1938,115.7836,15.63,91,100,2.75,CN,1683755381
327,dunbar,38.3606,-81.7374,27.07,32,0,0.89,US,1683755222
328,pascani,47.2469,26.7229,7.43,76,28,0.16,RO,1683755382
329,zboriv,49.6648,25.141,4.23,76,7,3.41,UA,1683755382
330,tamala,52.541,43.2515,6.26,71,94,3.19,RU,1683755382
331,emerald,-23.5333,148.1667,14.08,55,96,6.23,AU,1683755383
332,rehoboth,-23.3167,17.0833,18.29,22,54,0.81,NA,1683755383
333,las khorey,11.1595,48.1967,29.56,65,91,3.29,SO,1683755383
334,broome,42.2506,-75.833,19.83,36,2,3.13,US,1683755384
335,mangaratiba,-22.9597,-44.0406,21.48,93,100,0.96,BR,1683755384
336,dzhambeyty,50.2536,52.595,10.32,81,98,3.17,KZ,1683755384
337,ushtobe,45.2514,77.9838,17.8,25,89,3.21,KZ,1683755384
338,twon-brass,4.3151,6.2418,28.1,80,93,5.0,NG,1683755385
339,al jawf,29.5,38.75,25.72,16,63,8.59,SA,1683755385
340,ixtapa,20.7,-105.2,29.57,66,0,6.17,MX,1683755385
341,kalabagh,32.965,71.557,28.47,19,34,1.34,PK,1683755385
342,katsuura,35.1333,140.3,14.01,67,100,6.32,JP,1683755386
343,cill airne,52.05,-9.5167,10.4,93,84,2.69,IE,1683755386
344,north syracuse,43.1348,-76.1299,20.23,36,8,0.89,US,1683755386
345,brisas de zicatela,15.8369,-97.0419,32.29,58,20,3.6,MX,1683755386
346,jeremie,18.65,-74.1167,28.53,71,57,2.09,HT,1683755387
347,kalmunai,7.4167,81.8167,25.71,87,100,3.64,LK,1683755320
348,whitehorse,60.7161,-135.0538,16.01,30,75,8.75,CA,1683755383
349,kem',64.9555,34.5793,3.79,98,100,2.63,RU,1683755387
350,dryden,49.7833,-92.7503,22.16,43,75,6.17,CA,1683755297
351,paita,-5.0892,-81.1144,25.64,75,19,6.95,PE,1683755388
352,sorong,-0.8833,131.25,25.63,91,95,4.43,ID,1683755388
353,espumoso,-28.7247,-52.8497,13.08,79,0,1.47,BR,1683755388
354,piti village,13.4626,144.6933,29.61,88,20,1.54,GU,1683755388
355,onega,63.9061,38.1404,8.53,71,97,2.65,RU,1683755388
356,kirov,58.5966,49.6601,5.73,94,50,2.15,RU,1683755389
357,kyren,51.6828,102.1408,4.33,95,100,2.45,RU,1683755389
358,muisne,0.6,-80.0333,27.84,79,17,2.62,EC,1683755389
359,geraldton,-28.7667,114.6,13.23,82,26,2.57,AU,1683755193
360,iranshahr,27.2025,60.6848,31.19,14,0,4.12,IR,1683755389
361,daru,-9.0763,143.2092,25.56,94,100,7.15,PG,1683755390
362,bryne,58.7354,5.6477,11.54,93,100,1.03,NO,1683755390
363,tapes,-30.6733,-51.3958,15.96,76,43,2.86,BR,1683755251
364,sawai madhopur,25.9833,76.3667,28.98,14,0,1.78,IN,1683755390
365,natal,-5.795,-35.2094,28.12,74,20,4.12,BR,1683755290
366,chinchilla,-26.75,150.6333,14.96,66,0,4.8,AU,1683755391
367,chadron,42.8294,-102.9999,24.86,34,0,4.63,US,1683755227
368,farmville,37.3021,-78.3919,25.84,38,75,0.0,US,1683755391
369,new norfolk,-42.7826,147.0587,4.84,88,8,1.1,AU,1683755263
370,mzimba,-11.9,33.6,13.93,88,50,2.64,MW,1683755392
371,zanjan,36.6736,48.4787,13.84,53,8,1.53,IR,1683755392
372,kolonia town,6.964,158.206,28.0,83,40,1.54,FM,1683755392
373,uturoa,-16.7333,-151.4333,27.76,78,91,9.22,PF,1683755359
374,er regueb,34.8593,9.7865,19.43,68,13,2.13,TN,1683755393
375,coahuayana de hidalgo,18.7,-103.6583,32.07,53,0,3.41,MX,1683755393
376,uttar char fasson,22.2332,90.7132,28.68,75,1,4.58,BD,1683755393
377,borogontsy,62.6683,131.1683,1.46,81,100,4.38,RU,1683755393
378,gorontalo,0.5412,123.0595,24.41,93,96,0.93,ID,1683755251
379,el nido,11.1858,119.3956,27.8,79,100,1.37,PH,1683755394
380,santa elena de uairen,4.6167,-61.1333,20.8,89,99,2.04,VE,1683755394
381,suoyarvi,62.0833,32.35,7.27,59,100,2.17,RU,1683755394
382,kamina,-8.7386,24.9906,17.12,73,29,1.82,CD,1683755394
383,inhambane,-23.865,35.3833,20.02,89,0,1.98,MZ,1683755395
384,hastings,50.8552,0.5729,12.96,44,87,5.45,GB,1683755395
385,camacupa,-12.0167,17.4833,13.91,54,0,0.85,AO,1683755395
386,portage la prairie,49.9728,-98.2926,26.63,47,40,2.57,CA,1683755395
387,salalah,17.0151,54.0924,29.05,74,40,2.57,OM,1683755395
388,cheremukhovo,60.3484,59.9851,2.43,72,99,2.64,RU,1683755396
389,narayanpet,16.7333,77.5,29.2,55,100,1.15,IN,1683755396
390,san luis de la loma,17.2706,-100.8939,31.25,55,4,5.74,MX,1683755396
391,pimenta bueno,-11.6725,-61.1936,25.22,85,59,1.83,BR,1683755124
392,humaita,-7.5061,-63.0208,26.4,81,100,0.94,BR,1683755396
393,damilag,8.3547,124.8122,21.48,88,63,1.56,PH,1683755397
394,kirensk,57.7853,108.1119,1.52,92,100,3.75,RU,1683755397
395,mariehamn,60.0973,19.9348,6.01,81,0,2.57,AX,1683755397
396,monrovia,6.3005,-10.7969,26.23,81,94,1.81,LR,1683755397
397,vrangel',42.7297,133.0839,7.89,72,8,3.5,RU,1683755398
398,saint-jean-sur-richelieu,45.3168,-73.2659,23.01,26,46,6.17,CA,1683755109
399,turochak,52.2576,87.1224,3.08,97,44,1.26,RU,1683755398
400,khovd,48.0056,91.6419,9.06,47,25,2.79,MN,1683755398
401,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.03,GF,1683755399
402,mount pearl,47.5166,-52.7813,7.19,49,40,8.23,CA,1683755399
403,klaksvik,62.2266,-6.589,8.51,85,95,1.88,FO,1683755264
404,aykhal,66.0,111.5,-12.25,88,9,3.69,RU,1683755399
405,edson,53.5835,-116.4356,16.08,62,0,5.66,CA,1683755399
406,baie-comeau,49.2168,-68.1489,8.82,46,100,5.14,CA,1683755400
407,nanning,22.8167,108.3167,24.25,97,100,1.11,CN,1683755400
408,island harbour,50.724,-1.2758,12.21,86,56,0.45,GB,1683755400
409,hit,33.6416,42.8251,26.79,22,92,3.49,IQ,1683755401
410,namsos,64.4662,11.4957,9.03,76,20,0.0,NO,1683755401
411,ponta delgada,37.7333,-25.6667,17.4,82,40,4.63,PT,1683755401
412,darnah,32.767,22.6367,18.21,85,100,6.92,LY,1683755402
413,kadingilan,7.6011,124.9086,23.15,92,85,0.79,PH,1683755403
414,inirida,3.8653,-67.9239,23.01,99,100,1.4,CO,1683755403
415,nantucket,41.2835,-70.0995,18.03,67,0,8.75,US,1683755403
416,conceicao da barra,-18.5933,-39.7322,22.88,81,98,1.92,BR,1683755195
417,olyokminsk,60.3736,120.4264,1.33,83,100,2.45,RU,1683755404
418,wewak,-3.5534,143.6268,26.9,86,100,1.61,PG,1683755404
419,saint-hilaire-de-riez,46.7167,-1.95,11.46,82,60,6.08,FR,1683755405
420,paoua,7.2427,16.4406,25.16,64,100,2.0,CF,1683755405
421,jayapura,-2.5333,140.7,24.66,90,100,2.44,ID,1683755255
422,kijang,35.2442,129.2139,11.85,80,82,4.09,KR,1683755407
423,ceeldheer,3.8488,47.1806,26.65,80,88,7.24,SO,1683755407
424,chepo,9.1667,-79.1,27.9,71,96,2.99,PA,1683755407
425,saacow,1.6279,42.4407,24.16,82,62,4.16,SO,1683755408
426,el jadid,33.2549,-8.506,19.23,76,100,6.63,MA,1683755408
427,codrington,-38.2667,141.9667,7.31,90,2,3.55,AU,1683755409
428,caldwell,43.6629,-116.6874,20.87,35,0,4.63,US,1683755409
429,el granada,37.5027,-122.4694,19.4,64,75,7.72,US,1683755409
430,udachny,66.4167,112.4,-9.75,56,13,3.56,RU,1683755409
431,luderitz,-26.6481,15.1594,15.11,77,44,3.57,NA,1683755410
432,lajere,11.9797,11.4443,27.97,12,29,0.36,NG,1683755410
433,xilin hot,43.9667,116.0333,13.02,72,100,1.41,CN,1683755411
434,west point,33.6076,-88.6503,27.16,61,0,4.12,US,1683755411
435,um jar al gharbiyya,13.8013,32.4078,31.86,9,100,3.62,SD,1683755412
436,kelibia,36.8476,11.0939,18.14,88,0,3.09,TN,1683755412
437,madalena,41.2162,-8.3345,14.7,73,98,1.45,PT,1683755412
438,fortuna,40.5982,-124.1573,14.96,85,100,5.66,US,1683755301
439,nampula,-15.1165,39.2666,20.97,94,40,2.24,MZ,1683755413
440,romny,50.751,33.4747,4.89,79,26,3.23,UA,1683755413
441,touros,-5.1989,-35.4608,26.5,74,28,5.88,BR,1683755414
442,kayes,14.0,-11.0,35.05,24,100,1.56,ML,1683755414
443,eenhana,-17.4667,16.3333,18.56,29,3,1.43,NA,1683755414
444,la ronge,55.1001,-105.2842,20.14,30,75,4.63,CA,1683755415
445,sao miguel do araguaia,-13.275,-50.1628,26.18,53,24,2.16,BR,1683755415
446,bikenibeu village,1.3673,173.1241,25.98,94,75,5.66,KI,1683755193
447,namie,37.4833,141.0,12.77,71,2,1.58,JP,1683755416
448,north bend,43.4065,-124.2243,17.36,75,100,5.14,US,1683755416
449,ostersund,63.1792,14.6357,11.25,35,90,2.57,SE,1683755416
450,dunedin,-45.8742,170.5036,5.45,86,90,7.15,NZ,1683755417
451,takoradi,4.8845,-1.7554,28.04,82,100,4.87,GH,1683755417
452,holualoa,19.6228,-155.9522,25.86,71,40,5.66,US,1683755417
453,sanok,49.5557,22.2056,6.35,94,10,1.89,PL,1683755418
454,carutapera,-1.195,-46.02,25.26,90,94,2.45,BR,1683755418
455,sault ste. marie,46.5168,-84.3333,22.16,51,40,4.63,CA,1683755418
456,tommot,58.9564,126.2925,2.21,100,99,1.21,RU,1683755419
457,ake-eze,5.9168,7.6762,26.19,88,92,3.2,NG,1683755419
458,kenai,60.5544,-151.2583,10.05,62,75,10.29,US,1683755207
459,mariara,10.2964,-67.7181,35.66,49,97,1.53,VE,1683755420
460,weno,7.4515,151.8468,27.97,89,100,2.57,FM,1683755421
461,antofagasta,-23.65,-70.4,16.6,81,16,3.1,CL,1683755163
462,verkhovazh'ye,60.7472,42.0465,7.06,69,49,0.2,RU,1683755421
463,shanghai,31.2222,121.4581,17.18,68,0,2.0,CN,1683755149
464,narok,-1.0783,35.8601,13.95,94,96,2.03,KE,1683755422
465,imbituba,-28.24,-48.6703,17.18,81,66,0.92,BR,1683755422
466,poputnaya,44.5125,41.4392,6.59,97,100,2.82,RU,1683755422
467,gelendzhik,44.5731,38.0747,7.08,82,97,2.39,RU,1683755423
468,rio gallegos,-51.6226,-69.2181,9.03,57,40,10.29,AR,1683755423
469,port-vila,-17.7338,168.3219,25.78,83,75,2.06,VU,1683755423
470,erenhot,43.6475,111.9767,14.6,48,100,7.05,CN,1683755424
471,bakanas,44.8081,76.2772,20.18,16,10,2.26,KZ,1683755424
472,vernon,50.2581,-119.2691,22.18,36,21,0.47,CA,1683755424
473,hami,42.8,93.45,15.94,24,0,2.73,CN,1683755314
474,zhaoyuan,37.3592,120.3964,16.59,39,100,1.53,CN,1683755425
475,zhumadian,32.9794,114.0294,14.24,63,100,2.22,CN,1683755425
476,poronaysk,49.2167,143.1167,3.2,71,65,4.14,RU,1683755425
477,sarakhs,36.5449,61.1577,22.22,41,84,8.62,IR,1683755426
478,mossel bay,-34.1831,22.146,15.96,76,4,4.92,ZA,1683755426
479,qingyuan,23.7,113.0333,22.99,92,98,0.2,CN,1683755431
480,tofol,5.3248,163.0078,28.62,75,82,3.36,FM,1683755432
481,enewetak,11.3474,162.3373,27.66,83,85,6.75,MH,1683755432
482,carupano,10.6678,-63.2585,27.03,73,12,6.66,VE,1683755432
483,mount isa,-20.7333,139.5,9.87,43,0,3.6,AU,1683755433
484,cox's bazar,21.4532,91.9798,24.38,91,28,2.28,BD,1683755433
485,kiffa,16.6166,-11.4045,34.86,21,95,2.77,MR,1683755433
486,port augusta,-32.5,137.7667,10.71,64,0,2.12,AU,1683755411
487,sinabang,2.4803,96.3801,27.26,81,100,3.42,ID,1683755434
488,bow bog,43.1206,-71.5115,23.05,25,0,4.63,US,1683755444
489,tarko-sale,64.9225,77.785,-3.42,94,99,6.58,RU,1683755444
490,leshan,29.5623,103.7639,15.48,88,100,0.81,CN,1683755445
491,shingu,33.7333,135.9833,17.22,47,92,1.59,JP,1683755445
492,salekhard,66.53,66.6019,-10.29,97,100,1.85,RU,1683755445
493,amga,60.8953,131.9608,2.46,93,81,1.23,RU,1683755446
494,sann,26.0418,68.1378,28.95,20,0,3.78,PK,1683755446
495,broken hill,-31.95,141.4333,9.67,70,0,3.37,AU,1683755315
496,hsinchu,24.8036,120.9686,23.81,82,60,0.45,TW,1683755321
497,trairi,-3.2778,-39.2689,25.37,88,11,3.38,BR,1683755151
498,antigonish,45.6169,-61.9986,7.86,70,24,0.45,CA,1683755447
499,deva,45.8833,22.9,6.2,85,21,1.15,RO,1683755448
500,tralee,52.2704,-9.7026,10.63,94,92,4.98,IE,1683755448
501,kailua-kona,19.6406,-155.9956,27.93,71,40,5.66,US,1683755448
502,porto ferreira,-21.8539,-47.4792,22.25,90,98,1.25,BR,1683755449
503,praia da vitoria,38.7333,-27.0667,18.14,77,75,6.78,PT,1683755449
504,sao joao da barra,-21.6403,-41.0511,25.05,87,87,1.79,BR,1683755449
505,kievka,50.2619,71.5514,16.16,28,74,4.83,KZ,1683755451
506,prado,-17.3411,-39.2208,23.27,81,90,2.85,BR,1683755451
507,nadi,-17.8,177.4167,27.0,69,20,2.06,FJ,1683755451
508,nadym,65.5333,72.5167,-8.03,81,85,7.24,RU,1683755452
509,miami,25.7743,-80.1937,32.22,58,0,5.66,US,1683755059
510,hirara,24.8,125.2833,21.15,78,75,3.09,JP,1683755452
511,yigo village,13.5361,144.8886,28.74,87,75,3.09,GU,1683755452
512,gulf park estates,30.3919,-88.7611,28.99,72,40,4.12,US,1683755453
513,brokopondo,4.75,-55.1667,24.4,91,98,0.8,SR,1683755453
514,zouerate,22.7187,-12.4521,34.1,10,87,3.63,MR,1683755453
515,manokwari,-0.8667,134.0833,26.7,81,100,1.21,ID,1683755370
516,wangqing,43.3218,129.7634,8.62,48,0,0.36,CN,1683755454
517,nelsonville,39.4587,-82.2318,26.15,30,1,2.66,US,1683755454
518,bhuj,23.2667,69.6667,30.75,33,5,4.43,IN,1683755009
519,st. john's,47.5649,-52.7093,7.66,48,40,8.23,CA,1683755028
520,nova vicosa,-17.8919,-39.3719,23.87,78,89,3.13,BR,1683755455
521,romodanovo,54.4275,45.3296,8.4,64,100,1.79,RU,1683755455
522,muroto-misakicho,33.2833,134.15,18.17,60,91,1.71,JP,1683755456
523,urubamba,-13.3047,-72.1158,20.5,78,90,1.55,PE,1683755456
524,tulagi,-9.0996,160.1476,28.5,77,49,6.03,SB,1683755457
525,raduzhny,62.0961,77.475,0.16,87,100,4.14,RU,1683755457
526,lautoka,-17.6167,177.4667,26.92,69,20,2.06,FJ,1683755457
527,moundou,8.5667,16.0833,29.58,49,99,2.38,TD,1683755457
528,mandalgovi,45.7625,106.2708,5.78,74,35,8.08,MN,1683755458
529,oyem,1.5995,11.5793,20.45,97,100,0.86,GA,1683755458
530,namtsy,62.7161,129.6658,1.77,77,100,5.26,RU,1683755458
531,morehead city,34.7229,-76.726,24.02,60,75,6.17,US,1683755459
532,teguise,29.0605,-13.564,18.12,83,20,11.83,ES,1683755459
533,queenstown,-31.8976,26.8753,12.98,36,73,2.97,ZA,1683755459
534,bovalino,38.149,16.174,17.3,91,100,1.23,IT,1683755459
535,axim,4.8699,-2.2405,28.33,81,66,4.41,GH,1683755460
536,argo,37.6333,22.7333,15.44,85,95,2.48,GR,1683755312
537,dulce grande,23.0,-102.1667,29.01,13,16,7.81,MX,1683755460
538,boende,-0.2167,20.8667,22.6,91,79,0.38,CD,1683755460
539,sinop,41.7711,34.8709,6.95,98,100,1.25,TR,1683755461
540,tadine,-21.55,167.8833,23.85,64,100,5.68,NC,1683755461
541,petropavlovka,50.6114,105.3196,7.99,61,47,4.89,RU,1683755461
542,nafada,11.0956,11.3327,32.97,27,87,2.32,NG,1683755462
543,santa rosa jauregui,20.7333,-100.45,30.27,12,71,6.14,MX,1683755462
544,naliya,23.2667,68.8333,27.84,70,2,4.51,IN,1683755462
545,nieuw amsterdam,5.8833,-55.0833,26.01,90,40,0.0,SR,1683755463
546,lau,9.2167,11.2833,31.33,45,12,2.54,NG,1683755463
547,nizhnyaya tavda,57.6731,66.1725,5.6,47,48,2.36,RU,1683755463
548,buenos aires,-34.6132,-58.3772,16.85,62,40,2.06,AR,1683755193
549,arauca,7.0847,-70.7591,23.98,100,75,0.51,CO,1683755464
550,nchelenge,-9.3451,28.734,19.04,64,100,2.21,ZM,1683755464
551,aripuana,-9.1667,-60.6333,26.48,74,100,0.2,BR,1683755464
552,tabou,4.423,-7.3528,26.26,88,100,2.58,CI,1683755465
553,rumbek,6.802,29.6912,26.55,61,69,2.11,SS,1683755465
554,dhromolaxia,34.8755,33.5868,20.81,64,0,2.57,CY,1683755465
555,el porvenir,13.7617,-87.3458,32.63,30,16,5.16,HN,1683755466
556,conselheiro pena,-19.1722,-41.4722,24.27,82,100,0.92,BR,1683755466
557,abqaiq,25.9371,49.6776,28.23,45,0,2.57,SA,1683755466
558,tahlequah,35.9154,-94.97,30.12,39,40,2.57,US,1683755466
559,kukawa,12.9234,13.5606,27.99,20,68,1.2,NG,1683755467
560,piranshahr,36.701,45.1413,10.62,59,17,2.27,IR,1683755467
561,visakhapatnam,17.69,83.2093,29.11,69,100,1.66,IN,1683755467
562,road town,18.4167,-64.6167,29.05,70,20,4.63,VG,1683755467
563,nkove,-7.95,30.85,22.65,75,95,1.73,TZ,1683755468
564,'ain benian,36.8028,2.9219,17.03,74,74,6.52,DZ,1683755468
565,san fernando de apure,7.8878,-67.4724,31.79,49,63,3.01,VE,1683755319
566,tionk essil,12.7856,-16.5217,28.03,61,48,4.51,SN,1683755469
567,galliano,29.4422,-90.2992,28.0,69,75,4.12,US,1683755469
568,eastham,41.8301,-69.9739,18.3,47,0,4.12,US,1683755363
569,camapua,-19.5314,-54.0439,23.98,78,100,2.43,BR,1683755469
570,mahina,-17.5065,-149.489,28.87,70,75,3.6,PF,1683755470
571,agadez,19.75,10.25,26.61,15,42,5.48,NE,1683755470
572,puerto leguizamo,-0.1934,-74.7819,24.62,92,91,0.25,CO,1683755471
573,masaka,-0.3338,31.7341,16.84,92,70,2.14,UG,1683755471
574,pombas,17.1503,-25.0201,21.88,79,7,4.81,CV,1683755471
575,bataipora,-22.2953,-53.2711,21.53,84,65,3.08,BR,1683755471
576,mejit,10.2753,170.8646,27.62,82,20,8.77,MH,1683755472
577,aswan,24.0934,32.907,28.61,20,0,1.54,EG,1683755472
578,mossoro,-5.1875,-37.3442,28.97,84,20,4.63,BR,1683755472
579,eyl,7.9803,49.8164,27.89,80,100,7.07,SO,1683755473
